GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADF001,ADI001,ADI002,ADJ001,ADJ002,ADK001,ADK002,ADK003,ADK004,ADK005,ADK006,ADK007,ADM001,ADM002,ADM003,ADM004,ADM005,ADM006,ADM007,ADM008,ADM009,ADM010,ADM011,ADM012,ADM013,ADM014,ADM015,ADM016,ADM017,ADM018,ADM019,ADM020,ADM021,ADM022,ADM023,ADM024,ADM025,ADM026,ADM027,ADM028,ADM029,ADM030
"G3600250","1850","New York","360","Delaware","0250","Delaware",4747,352941,291963,8583684,439623,8231,0,34493,6351,22611,65196,17302,20295,139505,119334,591571,0,0,0,165221,2946,373317,0,3339,147541,0,3780585,89038,120964,33735,2300,5538,1,0,1508,195,0,469517,0,663,0,82469
"G3600270","1850","New York","360","Dutchess","0270","Dutchess",3208,378506,96621,25181302,658895,8861,16,18023,6620,18129,96330,49757,69760,321102,782605,1066117,0,65,0,277404,1774,385941,10,6863,89107,47,1760086,105084,97832,50,1201,289,0,0,7182,342,5,1799,0,20,0,48572
"G3600290","1850","New York","360","Erie","0290","Erie",4880,270874,191832,12441746,515303,11916,10,25172,4117,17893,66318,20240,242221,36879,443160,740270,0,0,0,184489,18537,375161,88,70820,36885,121,1544201,4293949,90984,2250,3206,894,0,0,6553,259,0,307001,0,1697,0,35886
"G3600310","1850","New York","360","Essex","0310","Essex",1872,166951,136610,3393385,182446,4365,12,6747,2085,8808,50206,5796,66510,18463,120425,189954,0,0,0,150258,14602,307549,0,505,14372,0,428199,112961,37868,100,197,0,0,0,285,2,0,60554,0,6,0,20039
"G3600330","1850","New York","360","Franklin","0330","Franklin",1647,103203,64146,2298912,159578,3650,4,6974,1945,8876,27436,5222,71883,7218,87100,150850,0,100,0,81101,9759,164714,50,3495,14657,0,582452,146708,32348,55,960,50436,0,0,1291,87,3,252279,0,1605,0,7993
"G3600350","1850","New York","360","Fulton","0350","Fulton",1361,117413,47122,3465299,199085,3717,7,7416,1124,5803,13484,8239,9750,45333,130361,285202,0,0,0,45468,15656,160974,0,24883,48761,0,710648,550040,32146,112,444,0,0,0,10621,687,0,43240,0,1495,0,20247
"G3600370","1850","New York","360","Genesee","0370","Genesee",2574,203871,69708,10505382,433480,9685,5,8908,2157,10857,116829,18710,734051,7566,390424,310282,0,0,0,369957,6996,181364,0,42254,23717,63,887510,193109,47739,713,1862,1091,0,1,1553,299,0,192399,0,2801,0,24039
"G3600390","1850","New York","360","Greene","0390","Greene",2672,207523,106895,7943072,344550,5844,6,11919,2993,11026,22280,16515,10883,122646,189325,354458,0,0,0,49923,2203,219678,30,6589,118490,0,1236777,40462,72271,2,342,13,0,0,634,55,0,68946,0,1929,0,70331
"G3600410","1850","New York","360","Hamilton","0410","Hamilton",261,13845,23687,220777,14614,289,0,780,385,872,1647,316,233,748,5434,10210,0,0,0,5486,106,23310,0,118,3884,0,66930,2928,4004,0,68,0,0,0,40,2,0,14683,0,0,0,2376
"G3600430","1850","New York","360","Herkimer","0430","Herkimer",2723,245648,94534,10494344,411570,7650,0,35978,1071,10982,15794,15073,43223,28719,209292,591237,0,0,0,44189,23338,273227,0,68894,35395,0,1397921,9548010,95520,1735,1504,163408,0,0,63246,2780,0,105361,0,3440,0,36566
"G3600450","1850","New York","360","Jefferson","0450","Jefferson",5490,418540,179799,13986824,679293,15406,1,45186,3436,29370,60330,27873,276137,71370,367731,430363,0,0,0,192168,76244,77417,0,227416,15182,54,3584376,4192719,131949,31,6127,0,0,0,2954,644,0,818394,0,1705,0,26186
"G3600470","1850","New York","360","Kings","0470","Kings",363,17419,3443,4130700,90460,3034,127,2794,85,627,20,5366,29926,5662,91949,29538,0,0,0,0,17085,208452,0,230,1966,0,635,0,6804,655,0,0,0,0,0,0,0,0,0,0,0,0
"G3600490","1850","New York","360","Lewis","0490","Lewis",2374,137822,95229,5289486,357455,4307,2,21045,2648,8615,15368,9041,73584,9957,83027,188558,0,958,0,44137,14817,287707,10,23813,10117,75,1655245,3067300,67280,19,2420,11322,0,0,31905,1171,0,436378,0,1393,0,17968
"G3600510","1850","New York","360","Livingston","0510","Livingston",2503,229762,86938,14018338,360978,9934,23,9083,2526,13297,146846,18825,1111986,7369,366557,323798,0,0,0,410447,6296,181474,0,122271,21846,857,834138,162444,44274,2088,1174,7018,0,0,1786,225,3,47556,0,455,0,26596
"G3600530","1850","New York","360","Madison","0530","Madison",3845,363392,93203,10829524,388555,9900,4,22468,2841,17309,95308,16527,113257,26962,339906,585307,0,7970,0,194292,20029,268786,0,295067,18533,0,1584499,2450172,93565,164,1906,529070,0,0,4421,544,87,125480,0,1822,0,27846
"G3600550","1850","New York","360","Monroe","0550","Monroe",4113,302102,84394,19617346,782833,13576,1,14201,3230,14938,112297,31207,1441653,8148,767021,449150,0,0,0,365084,8215,561425,320,106049,26306,667,1258735,286653,62603,3099,1687,58023,0,0,1457,76,5,37468,0,592,0,17335
"G3600570","1850","New York","360","Montgomery","0570","Montgomery",1883,192260,46868,8680704,367092,7202,4,13766,1399,9303,13379,13128,49421,128634,219648,938097,0,0,0,68025,47087,189825,0,125204,128127,228,1005685,1668700,50063,1905,2680,34955,0,0,20034,4030,0,45196,0,1095,0,33660
"G3600610","1850","New York","360","New York","0610","New York",168,2428,245,4937000,39131,7773,6,2288,38,48,11,3802,115,75,4698,325,0,0,0,0,78,13321,0,0,0,0,3195,0,948,0,0,0,0,0,0,0,0,0,0,0,0,250
"G3600630","1850","New York","360","Niagara","0630","Niagara",3143,178664,102128,6700836,409995,9510,0,9832,2713,11646,59093,20504,917739,1478,345257,321283,0,0,0,168330,13823,162082,0,76510,20069,15,793206,69270,35724,3563,1516,20,0,0,435,317,1,13258,0,145,0,13035
"G3600650","1850","New York","360","Oneida","0650","Oneida",6292,476669,189572,15930356,527350,14683,12,47959,4112,24482,70341,26793,76805,21199,645359,834728,0,0,0,283122,15034,539985,270,141939,53452,921,3963392,5218734,167047,166,9924,294944,0,0,1684,24,0,177351,0,2792,0,31586
"G3600670","1850","New York","360","Onondaga","0670","Onondaga",4595,317280,113291,17055334,804010,13987,0,21203,3150,22008,112990,31018,427535,45095,782220,891331,0,73731,0,345880,24081,437566,0,440293,33673,182,2147518,1004878,82004,2442,1198,5523,0,0,20064,1703,60,128785,0,582,0,39766
"G3600690","1850","New York","360","Ontario","0690","Ontario",3058,274381,90996,15066954,566473,10313,6,11253,3188,13760,149544,20147,929342,7784,520917,421666,0,100,0,462955,8404,231684,0,170300,21513,105,1047782,255284,62478,3161,1247,16171,0,0,595,266,0,128599,0,925,0,30330
"G3600710","1850","New York","360","Orange","0710","Orange",3426,315795,107903,17585392,451823,8262,15,38938,12376,13197,23562,42051,46527,292926,491074,390834,0,75,0,47438,843,146331,10,1495,90749,908,3769034,620,96593,118,1027,36,0,2,996,39,0,1681,0,0,0,35232
"G3600730","1850","New York","360","Orleans","0730","Orleans",2271,163823,53631,8946810,338405,7530,0,7026,2055,7717,58791,11135,854676,3,421126,190078,0,0,0,199228,3836,141157,0,28958,20101,14,704881,105578,26875,1476,1165,0,0,0,451,153,50,34460,0,1140,0,12745
"G3600750","1850","New York","360","Oswego","0750","Oswego",4497,193220,170060,8037526,423515,8750,10,21112,3512,16368,35370,16621,41739,33489,396605,337714,0,0,0,102968,10424,320166,19,16769,37620,15,2031574,1340545,60930,158,1106,8761,0,0,5960,324,60,197825,0,1774,0,35629
"G3600770","1850","New York","360","Otsego","0770","Otsego",4764,376868,171294,12560142,597863,12240,0,29958,3431,24959,108244,26184,76652,86661,290608,921989,0,0,0,325598,22362,500372,30,80574,105353,1,2497871,2049673,113209,2846,4431,1132052,0,0,22066,1475,5,384996,0,2990,0,45472
"G3600790","1850","New York","360","Putnam","0790","Putnam",989,85501,35344,4820700,141774,1598,3,6990,1920,4131,4503,10304,3869,31070,132376,79535,0,20,0,13388,585,99821,0,0,34063,83,785330,7863,25140,0,67,19,0,0,100,6,0,1925,0,0,0,10975
"G3600810","1850","New York","360","Queens","0810","Queens",2303,123360,46286,12373722,424541,5846,97,7789,1708,4255,12474,18160,124494,64951,403705,273760,0,0,0,25830,15468,307551,10,3340,58605,136,561230,2697,48027,111,656,20,0,0,0,0,0,0,0,225,0,5299
"G3600830","1850","New York","360","Rensselaer","0830","Rensselaer",2930,274543,75203,13566420,539570,8504,0,16174,3265,9944,85578,27739,14562,238126,469877,762734,0,0,0,256509,8021,602595,0,14055,98814,228,1336281,688856,84642,3,660,0,0,0,268091,11061,0,30180,0,63,0,42702
"G3600850","1850","New York","360","Richmond","0850","Richmond",212,10311,4863,1620360,46480,439,13,747,371,632,71,1327,15388,5192,46195,22856,0,0,0,0,13,28871,1411,1880,2052,75,34792,0,5642,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3600870","1850","New York","360","Rockland","0870","Rockland",682,43080,34323,3269780,67952,1546,139,2938,495,1132,999,3010,6439,34216,73628,39844,0,0,0,1876,12,46570,0,0,31842,78,219283,0,11712,3,12,50,0,0,0,10,0,0,0,0,0,5025
"G3600890","1850","New York","360","St Lawrence","0890","St Lawrence",6124,377086,262627,9242548,657505,13811,0,33365,6555,34441,89910,18423,289956,26764,244690,353993,0,100,0,287900,56319,476934,0,16520,19227,10,2876918,1596450,122688,70,2736,101855,0,0,3045,149,0,1236504,0,80,0,23013
"G3600910","1850","New York","360","Saratoga","0910","Saratoga",3465,281427,131562,13200760,517323,9624,18,15456,3040,15128,56769,28198,21907,257916,438413,702338,0,0,0,158736,8533,596494,120,25626,109900,129,1388594,253588,67538,587,949,4324,0,0,6621,489,0,16895,0,826,0,63241
"G3600930","1850","New York","360","Schenectady","0930","Schenectady",1040,76939,28892,3820430,193943,3225,2,5348,801,3859,12295,5560,12695,76386,116413,331027,0,0,0,31407,6904,138285,0,60181,66618,25,505970,97720,24269,106,686,25,0,0,32120,1454,0,0,0,0,0,11294
"G3600950","1850","New York","360","Schoharie","0950","Schoharie",2439,205745,105444,7347157,337645,6995,0,16055,2284,11548,31340,17820,63241,178565,116831,514807,0,50,0,95185,32872,215318,0,110543,161027,271,1603063,99375,52759,5077,4563,10587,0,0,10497,2601,6,111344,0,2065,0,31481
"G3600990","1850","New York","360","Seneca","0990","Seneca",1555,127937,39541,8563490,254265,5754,0,5993,983,6711,34599,11201,527697,3823,260271,315026,0,0,0,123358,1069,79347,0,81703,18976,0,513694,19765,29763,7052,2987,19,0,0,367,1561,0,11999,0,935,0,18547
"G3601010","1850","New York","360","Steuben","1010","Steuben",5797,336981,338415,13581268,676792,12744,4,21584,6744,27162,156776,23939,653484,16033,297717,913948,0,0,0,399543,45202,360726,245,153056,115390,285,1918465,210889,111869,1386,4479,424,0,0,16241,1270,2,294897,0,3547,0,94991
"G3601030","1850","New York","360","Suffolk","1030","Suffolk",2323,143612,210292,7195800,211147,5675,214,9292,1770,9944,31449,14545,128237,49771,377985,243020,0,0,0,77350,3342,178549,406,15014,37359,112,459293,3730,33080,41,1255,109,0,0,496,20,107,0,0,0,0,3454
"G3601050","1850","New York","360","Sullivan","1050","Sullivan",1889,94425,141830,3543001,167109,2631,45,7626,3408,6711,10829,6455,1720,92845,94529,110456,0,0,0,28832,510,122980,0,102,87754,6,732691,4535,22001,13,1224,72,0,0,600,19,0,11276,0,21,0,28061
"G3601070","1850","New York","360","Tioga","1070","Tioga",2026,118240,103111,4852976,173896,3863,0,8893,2373,9209,26895,8111,121891,10873,145171,286061,0,0,0,60044,2686,137344,0,6053,45414,0,856140,67977,39524,259,363,0,0,0,2008,103,0,43213,0,1166,0,10225
"G3601090","1850","New York","360","Tompkins","1090","Tompkins",3193,223213,104284,10382946,403349,8923,7,14993,2739,15569,89631,14535,421302,25878,340612,686257,0,0,0,242004,5225,183248,0,81689,109785,100,1635789,71389,67981,2202,1859,18,0,0,16578,2355,0,102099,0,1296,0,73003
"G3601110","1850","New York","360","Ulster","1110","Ulster",3539,233059,207938,12438204,492407,8551,36,18673,4877,10389,25387,36292,27489,305688,333057,827899,0,0,0,68322,647,234324,60,394,150418,5,1211650,1400,67407,284,1115,177,0,0,14724,1705,0,51399,0,1463,0,55846
"G3601130","1850","New York","360","Warren","1130","Warren",1505,95481,126359,1965312,105282,2724,0,5202,1682,6554,18403,5264,7990,22888,95410,76750,0,0,0,52247,940,150176,0,0,16993,300,464175,86498,22353,42,34,5,0,0,414,22,0,34253,0,24,0,19230
"G3601150","1850","New York","360","Washington","1150","Washington",3037,299802,102242,11958956,513796,9394,0,16652,2217,18388,152337,28375,34026,141417,510205,580754,0,0,0,457093,12182,526268,35,14819,40401,97,1451516,741027,89752,14,951,410,0,0,230698,9247,55,13781,0,145,0,52231
"G3601170","1850","New York","360","Wayne","1170","Wayne",3957,233603,97857,11837904,572695,12127,7,14037,2432,16309,81279,20702,614041,44237,660739,518051,0,0,0,255289,4191,278217,39,107453,27486,430,1367867,173930,54034,2791,1443,1033,0,0,2665,467,194,45497,0,322,0,29948
"G3601190","1850","New York","360","Westchester","1190","Westchester",2587,196701,55228,19552744,416047,5189,8,17572,5349,5674,11001,23355,45152,93074,445333,279158,0,0,0,28775,1479,439941,18,2796,37616,259,1547504,1070,79646,397,446,139,0,0,0,0,0,50,0,0,0,6528
"G3601210","1850","New York","360","Wyoming","1210","Wyoming",3360,223533,126747,8071848,394640,8725,4,15022,3850,18211,133116,15634,331639,3700,189192,543977,0,0,0,380472,20477,226399,6,48186,27878,339,1200297,1007359,75067,411,3745,11870,0,0,12417,1265,26,572593,0,989,0,37571
"G3601230","1850","New York","360","Yates","1230","Yates",1673,133971,52529,7578553,196180,5506,10,6482,1258,7370,62297,11762,483159,14059,177636,221021,0,0,0,204291,1733,91526,20,174768,22944,85,537634,98866,34673,1648,866,1050,0,0,1095,982,306,38637,0,450,0,24526
"G3700010","1850","North Carolina","370","Alamance","0010","Alamance",923,98260,114846,911472,87860,3303,66,3046,80,4968,8058,22475,82877,2670,419130,108265,0,14650,121,14009,5031,9253,29880,20,14,0,80051,624,3783,0,0,5,0,0,79955,1407,54,0,0,0,0,12397
"G3700030","1850","North Carolina","370","Alexander","0030","Alexander",633,27379,103924,255199,23415,1258,122,1426,110,2063,5121,10056,10501,4387,165805,32347,515,6028,0,7940,2899,7473,17127,72,95,3,28996,2440,673,0,0,0,0,0,11408,1140,11,0,0,0,0,12331
"G3700070","1850","North Carolina","370","Anson","0070","Anson",675,93965,215167,1248399,97191,2415,597,2959,1181,7312,8171,23320,35796,335,389828,65899,161,0,10864,15740,23971,7691,95113,0,0,0,74706,0,104,3,0,0,0,0,0,0,0,0,0,0,0,7187
"G3700090","1850","North Carolina","370","Ashe","0090","Ashe",1253,64805,302885,458436,46729,2611,102,4760,383,9532,18250,25267,6164,20316,210533,161487,0,4904,0,32406,2820,3323,567,331,7148,0,107757,6714,9702,79,5,9,0,0,27244,1281,10,10815,0,235,0,23196
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort",594,30760,180981,605014,26300,933,190,3821,545,9133,8169,18279,7499,104,198542,10831,184925,70,31,13938,19580,9384,121941,0,12,381,28409,0,38,0,0,0,0,0,6372,687,13,0,0,0,0,3499
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie",542,92699,203803,1209847,34197,1461,936,3452,849,6581,6295,33081,3684,115,762563,35028,15588,300,1310,14291,84212,10772,94836,0,0,0,21300,332,3566,0,0,5,0,0,2501,227,0,0,0,0,0,2709
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen",486,47678,393677,822413,40666,1019,539,3866,651,7494,6654,23735,247,401,217415,7356,73530,255,9,10904,15526,3434,100523,0,40,1269,24459,470,347,0,0,4,10,0,74,0,3,0,0,0,0,1077
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick",385,18419,247622,521059,28471,501,152,3030,785,4571,3457,12227,6,37,63229,685,2687415,50,7,4766,4533,1104,101017,0,0,0,11069,40,77,0,0,0,0,0,0,0,0,0,0,0,0,500
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe",1105,75360,506216,1264410,64014,3106,602,4902,199,11248,14000,28608,27548,7791,487014,135304,0,18999,0,24957,1252,13720,15622,0,1020,0,127677,4753,3244,4,113,5,0,0,11485,589,0,0,0,0,0,14350
"G3700230","1850","North Carolina","370","Burke","0230","Burke",373,29195,108175,564674,32885,1019,528,1641,37,3459,3858,10664,16013,2861,232237,36959,10892,7288,3,7708,3523,5145,13111,5,84,5,50019,2802,1200,2,20,102,0,0,4344,602,0,0,0,50,0,12385
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus",875,64895,125700,846620,88085,2971,280,2850,16,4548,5027,19877,76946,882,418320,64285,0,408,2344,10107,3847,6490,15784,154,46,175,74323,0,3668,0,58,175,0,0,721,51,4,0,0,0,0,3790
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell",366,26568,97759,422804,27267,1044,192,1532,108,2914,4221,11101,9467,2313,192470,34406,6610,3377,42,7476,1647,4483,9227,17,177,0,39813,1591,774,0,85,10,0,0,6958,663,0,0,0,0,0,10506
"G3700290","1850","North Carolina","370","Camden","0290","Camden",579,38521,36950,981280,26840,1043,87,1198,219,2788,2276,10702,4380,30,363000,5923,195,0,2,4468,7635,10964,28492,0,15,0,23000,50,66,4,15,109,0,0,36204,1453,0,0,0,0,0,7887
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret",208,9941,49313,151900,7636,459,22,863,369,2071,1883,5107,2211,809,40225,255,3940,0,0,3346,1320,828,54760,0,0,0,2860,0,272,0,0,0,0,0,75,0,0,0,0,0,0,759
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell",707,123975,115887,1393841,68267,2628,210,2787,457,3862,7554,21311,75243,1178,417509,110213,0,2282939,76,12768,6005,10411,33687,0,11,0,96827,290,280,0,0,28,0,0,7780,753,0,20,0,0,0,12732
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba",957,64439,157214,812535,118115,2591,327,2581,101,3481,6280,19891,52190,5263,355185,65674,2664,6086,815,10524,2624,10606,21215,201,33,0,73337,1141,2925,5,25,131,8,0,6776,899,5,0,0,71,0,11292
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham",1633,139563,309631,1408721,134670,4411,754,5680,390,8822,14765,41165,126178,211,625828,99660,0,13757,960,15025,16902,13073,75078,0,10,0,117489,3606,4893,0,15,4,0,0,9486,555,0,0,0,0,0,2185
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee",459,23952,73172,387745,18124,1127,194,1754,346,4485,5074,12477,1214,11024,204827,35761,705,7934,0,9909,385,4236,24296,28,90,0,43884,572,219,0,55,0,0,0,3478,63,0,0,0,0,0,6437
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan",344,40617,52041,794615,38395,708,418,1068,386,3180,2240,13976,29358,258,295227,10146,6477,0,129,5191,34026,4259,86135,0,0,0,14551,0,1773,3,0,0,0,0,2123,1694,0,0,0,0,0,1637
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland",961,62620,186818,531434,50424,2188,343,2415,145,4689,7829,16311,36952,747,335572,64682,2710,6369,321,14035,4884,5864,43909,0,0,0,91775,758,273,0,0,2,0,0,1637,83,4,0,0,0,0,9336
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus",399,26764,262395,297495,15636,705,33,3433,665,5991,7445,20188,187,294,106842,742,195850,3145,26,15479,5011,484,118825,0,0,156,16128,615,1,0,0,0,0,0,0,0,0,0,0,85,0,200
"G3700490","1850","North Carolina","370","Craven","0490","Craven",388,45197,298167,778301,20620,823,133,3085,621,6926,8032,17330,1456,934,174366,3751,70238,0,15,15711,17834,6241,92788,0,0,228,20324,0,1658,0,0,0,0,0,446,14,0,0,0,0,0,7974
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland",959,77260,557473,1295053,59176,2295,773,4838,488,9680,14321,35281,4914,3644,376843,26712,95645,2062,156,23538,40602,7569,142396,13,0,230,53508,654,2060,0,0,4,0,0,452,3,0,0,0,0,0,1000
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck",501,37405,75016,736357,22044,989,96,1663,471,5065,5939,15113,1561,277,292593,2583,0,0,0,12284,10378,11867,62332,0,0,0,20382,0,0,0,0,0,0,0,30950,1054,0,0,0,0,0,1695
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson",1231,95243,195114,1106746,107506,3598,199,3738,32,4775,9157,29702,82424,2225,507961,174085,0,45839,932,16957,5764,15632,24372,77,216,0,101678,1005,7888,8,33,68,0,0,13615,311,0,0,0,0,0,5633
"G3700590","1850","North Carolina","370","Davie","0590","Davie",404,45770,79504,471392,43849,1634,89,1514,66,2367,4029,15286,29076,3210,301010,79129,0,41430,154,6746,3901,7601,9866,0,0,0,37486,25,3217,0,0,0,0,0,6727,368,0,0,0,0,0,2150
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin",923,93018,334030,1407443,53483,1945,277,4524,826,7469,10521,35192,3037,1775,372530,6916,101302,332,461,16854,49746,5710,253097,0,2,0,44027,433,781,0,0,4,12,0,150,3,0,0,0,50,0,1593
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe",737,145321,226672,2030223,56811,2575,1122,2678,1003,7616,9754,53106,12722,9434,759373,23688,10265,404,3097,16392,103646,9131,186686,0,0,113,22895,0,4046,0,0,0,0,0,865,29,0,0,0,0,0,4109
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth",936,51873,120029,593197,57074,1984,75,2430,134,2578,4661,18770,40735,4849,349320,97659,0,49880,0,9596,1151,14385,13294,0,41,0,90184,265,5369,0,0,40,0,0,14715,1289,0,0,0,0,0,10019
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin",588,103084,169734,832196,44627,1969,325,2803,945,6091,7605,30587,21898,3491,398031,53798,0,300268,880,7774,25030,9277,80978,0,0,0,42867,0,2560,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston",724,57519,156583,655076,64739,1993,306,2352,4,4673,6097,15497,51762,0,329377,56645,7,95,535,11238,7674,7392,21517,1112,0,0,102215,1938,5625,0,0,0,0,0,378,22,0,0,0,0,0,1455
"G3700730","1850","North Carolina","370","Gates","0730","Gates",490,48267,91114,709119,22227,1026,174,1461,498,4278,3437,21438,4204,715,310138,5629,610,0,28,5847,47588,5487,119673,0,0,0,14766,70,1562,0,0,0,0,0,3179,161,0,0,0,0,0,539
